FID,BNAME,BCAMPUS,BSIZE,BUNITS,BHOTEL,STORIES,YEARBLT,COMMENTS,BTYPE,BUSE,OWNERSHIP,GF_RETAIL
27617, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26950, ,Parkfairfax,0,5,0,2,1941, ,Detached structure,Residential,Condo, 
27618, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
26951, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27619, , ,2346,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27620, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26952, , ,0,2,0,3,1999, ,Duplex,Residential,Condo, 
27621, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27622, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26953, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27623, , ,0,1,0,4,1993, ,Townhouse or row house,Residential,Condo, 
26954, ,Parkfairfax,0,4,0,2,1941, ,Detached structure,Residential,Condo, 
27624, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26955, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27625, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
26956, , ,0,2,0,3,1999, ,Duplex,Residential,Condo, 
27626, , ,0,14,0,4,1961, ,Attached structure,Residential,Condo, 
26957, ,Parkfairfax,0,6,0,2,1941, ,Detached structure,Residential,Condo, 
27627, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
26958, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27628, , ,1151,1,0,1.25,1920, ,Detached house,Residential, ,No
27629, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26959, , ,0,2,0,3,1999, ,Duplex,Residential,Condo, 
27630, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
26960, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27631, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26961, , ,4505,5,0,2,1948, ,Detached structure,Residential,Condo, 
27632, , ,0,1,0,4,1993, ,Townhouse or row house,Residential,Condo, 
27633, , ,0,14,0,4,1961, ,Attached structure,Residential,Condo, 
26962, , ,0,2,0,3,1999, ,Duplex,Residential,Condo, 
27634, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26963, ,Parkfairfax,0,4,0,2,1941, ,Detached structure,Residential,Condo, 
27635, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27636, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
26964, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27637, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
26965, , ,0,2,0,3,1999, ,Duplex,Residential,Condo, 
27638, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27639, , ,0,1,0,4,1993, ,Townhouse or row house,Residential,Condo, 
26966, ,Parkfairfax,0,6,0,2,1941, ,Detached structure,Residential,Condo, 
26967, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27640, , ,0,14,0,4,1961, ,Attached structure,Residential,Condo, 
26968, , ,0,2,0,3,1999, ,Duplex,Residential,Condo, 
27641, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
26969, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27642, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
26970, ,Parkfairfax,0,6,0,2,1941, ,Detached structure,Residential,Condo, 
27643, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27644, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26971, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27645, , ,0,64,0,5,2010, ,Detached structure,Multiple or Mixed,Apartment,Yes
26972, , ,0,2,0,3,1999, ,Duplex,Residential,Condo, 
27646, , ,0,1,0,4,1993, ,Townhouse or row house,Residential,Condo, 
26973, , ,0,2,0,3,1999, ,Duplex,Residential,Condo, 
27647, , ,0,14,0,4,1961, ,Attached structure,Residential,Condo, 
26974, ,Parkfairfax,0,6,0,2,1941, ,Detached structure,Residential,Condo, 
27648, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
26975, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27649, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27650, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27651, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26976, , ,0,2,0,3,1999, ,Duplex,Residential,Condo, 
27652, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
26977, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
26978, ,PALAZZO AT PARK CENTER CONDOMINIUM,51588,56,0,4,2000, ,Detached structure,Residential,Condo, 
27653, , ,0,1,0,4,1993, ,Townhouse or row house,Residential,Condo, 
27654, , ,0,14,0,4,1961, ,Attached structure,Residential,Condo, 
26979, , ,0,2,0,3,1999, ,Duplex,Residential,Condo, 
27655, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27656, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26980, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27657, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
26981, ,Parkfairfax,0,8,0,2,1941, ,Detached structure,Residential,Condo, 
27658, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
26982, , ,0,1,0,2,1954, ,Townhouse or row house,Residential,Condo, 
27659, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26983, , ,0,2,0,3,1999, ,Duplex,Residential,Condo, 
27660, , ,0,1,0,4,1993, ,Townhouse or row house,Residential,Condo, 
27661, , ,0,0,0,0,0, ,Garage or shed,Other, ,No
26984, ,Parkfairfax,0,6,0,2,1941, ,Detached structure,Residential,Condo, 
27662, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26985, ,Parkfairfax,0,6,0,2,1941, ,Detached structure,Residential,Condo, 
27663, , ,2346,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
26986, ,Parkfairfax,0,6,0,2,1941, ,Detached structure,Residential,Condo, 
27664, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27665, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27666, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26987, ,Parkfairfax,0,6,0,2,1941, ,Detached structure,Residential,Condo, 
27667, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
26988, ,Parkfairfax,0,8,0,2,1941, ,Detached structure,Residential,Condo, 
26989, ,Parkfairfax,0,10,0,2,1941, ,Detached structure,Residential,Condo, 
27668, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27669, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26990, , ,54320,64,0,3,1990, ,Detached structure,Residential,Condo, 
27670, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27671, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
26991, ,Parkfairfax,0,4,0,2,1941, ,Detached structure,Residential,Condo, 
27672, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
26992, ,Parkfairfax,0,6,0,2,1941, ,Detached structure,Residential,Condo, 
27673, , ,0,1,0,4,1993, ,Townhouse or row house,Residential,Condo, 
27674, ,Lee Mews Condominium,0,2,0,2,1976, ,Townhouse or row house,Residential,Condo, 
26993, ,FAIRLINGTON CONDOMINIUM,5605,5,0,2.5,1948, ,Detached structure,Residential,Condo, 
27675, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
26994, , ,0,14,0,4,1961, ,Detached structure,Residential,Condo, 
27676, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27677, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27678, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26995, ,FAIRLINGTON CONDOMINIUM,7010,6,0,2.5,1948, ,Detached structure,Residential,Condo, 
27679, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
26996, , ,12261,18,0,2,1944, ,Detached structure,Residential,Condo, 
27680, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27681, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26997, , ,12261,18,0,2,1944, ,Detached structure,Residential,Condo, 
27682, , ,0,0,0,0,0, ,Garage or shed,Other, , 
26998, ,Parkfairfax,0,6,0,2,1941, ,Detached structure,Residential,Condo, 
27683, ,Lee Mews Condominium,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
26999, , ,5532,4,0,3,1948, ,Detached structure,Residential,Condo, 
27000, , ,0,14,0,4,1961, ,Detached structure,Residential,Condo, 
27684, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27685, ,Lee Mews Condominium,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27686, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27687, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27688, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27689, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27690, , ,0,1,0,4,1993, ,Townhouse or row house,Residential,Condo, 
27691, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27692, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27693, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27694, ,Lee Mews Condominium,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27695, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27696, , ,0,1,0,4,1993, ,Townhouse or row house,Residential,Condo, 
27697, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27698, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27699, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27700, ,Lee Mews Condominium,0,2,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27701, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27702, , ,0,2,0,4,1993, ,Townhouse or row house,Residential,Condo, 
27703, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27704, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27705, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27706, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27707, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27708, , ,0,2,0,4,1993, ,Townhouse or row house,Residential,Condo, 
27709, ,Lee Mews Condominium,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27710, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27711, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27712, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27713, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27714, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27715, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27716, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27717, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27718, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27719, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27720, ,Lee Mews Condominium,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27721, , ,0,2,0,4,1993, ,Townhouse or row house,Residential,Condo, 
27722, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27723, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27724, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27725, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27726, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27727, ,Lee Mews Condominium,0,2,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27728, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27729, , ,0,2,0,4,1993, ,Townhouse or row house,Residential,Condo, 
27730, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27731, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27732, , ,2346,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27733, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27734, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27735, ,Lee Mews Condominium,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27736, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27737, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27738, ,BROCKETTS CROSSING CONDOMINIUM,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27739, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27740, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27741, ,Lee Mews Condominium,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27742, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27743, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27744, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27745, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27746, ,BROCKETTS CROSSING CONDOMINIUM,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27747, , ,2420,2,0,2.75,1780, ,Attached structure,Residential,Condo, 
27748, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27749, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27750, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27751, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27752, ,BROCKETTS CROSSING CONDOMINIUM,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27753,Cromley Lofts Condominium, ,9570,8,0,2.75,2007, ,Attached structure,Residential,Condo, 
27754, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27755, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27756, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27757, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27758, ,BROCKETTS CROSSING CONDOMINIUM,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27759, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27760, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27761, , ,2386,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27762, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27763, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27764, , ,2346,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27765, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27766, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27767, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27768, , ,2370,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27769, , ,0,1,0,4,2001, ,Townhouse or row house,Residential,Condo, 
27770, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27771, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27772, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27773, , ,2370,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27774, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27775, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27776, , ,0,0,0,0,0, ,Garage or shed,Other, , 
27777, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27778, , ,1880,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27779, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27780, , ,0,1,0,2,1975, ,Townhouse or row house,Residential,Condo, 
27781, , ,2386,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27782, , ,2346,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27783, , ,2386,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27784, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27785, , ,2386,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27786, , ,2346,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27787, , ,1880,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27788, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27789, , ,1442,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27790, , ,2386,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27791, , ,2386,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27792, , ,1428,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27793, , ,2386,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27794, , ,1400,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27795, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27796, , ,2386,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27797, , ,1442,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27798, , ,2370,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27799, , ,1400,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27800, , ,2386,1,0,3,2008, ,Townhouse or row house,Residential,Condo,No
27801, , ,1400,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27802, , ,1400,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27803, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27804, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27805, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27806, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27807, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27808, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27809, , ,1400,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27810, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27811, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27812, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27813, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27814, , ,1400,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27815, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27816, , ,1360,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27817, ,BROCKETTS CROSSING CONDOMINIUM,0,1,0,2,1976, ,Townhouse or row house,Residential,Condo, 
27818, , ,1400,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27819, ,Manchester Condominium,0,1,0,2.5,1974, ,Townhouse or row house,Residential,Condo, 
27820, , ,1372,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27821, ,Manchester Condominium,0,1,0,2.5,1974, ,Townhouse or row house,Residential,Condo, 
27822, , ,1372,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27823, ,Manchester Condominium,0,1,0,2.5,1974, ,Townhouse or row house,Residential,Condo, 
27824, , ,1372,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27825, ,Manchester Condominium,0,1,0,2.5,1974, ,Townhouse or row house,Residential,Condo, 
27826, , ,1372,1,0,2,1989, ,Townhouse or row house,Residential,Condo, 
27827, ,Manchester Condominium,0,1,0,2.5,1974, ,Townhouse or row house,Residential,Condo, 
27828, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27829, ,Manchester Condominium,0,1,0,2.5,1974, ,Townhouse or row house,Residential,Condo, 
27830, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27831, ,Manchester Condominium,0,1,0,2.5,1974, ,Townhouse or row house,Residential,Condo, 
27832, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27833, , ,0,1,0,3,1900, ,Townhouse or row house,Residential,Condo, 
27834, , ,1404,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27835, , ,0,1,0,3,1900, ,Townhouse or row house,Residential,Condo, 
27836, , ,2346,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27837, , ,1404,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27838, , ,0,1,0,3,1900, ,Townhouse or row house,Residential,Condo, 
27839, , ,2346,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27840, , ,0,1,0,2,1979, ,Townhouse or row house,Residential,Condo, 
27841, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27842, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27843, , ,0,1,0,2,1979, ,Townhouse or row house,Residential,Condo, 
27844, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27845, , ,0,1,0,2,1979, ,Townhouse or row house,Residential,Condo, 
27846, , ,1404,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27847, , ,0,1,0,2,1979, ,Townhouse or row house,Residential,Condo, 
27848, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27849, , ,0,1,0,2,1979, ,Townhouse or row house,Residential,Condo, 
27850, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27851, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27852, , ,0,1,0,2,1979, ,Townhouse or row house,Residential,Condo, 
27853, , ,0,1,0,2.5,1987, ,Townhouse or row house,Residential,Condo, 
27854, , ,1600,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27855, , ,0,1,0,2.5,1987, ,Townhouse or row house,Residential,Condo, 
27856, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27857, , ,1404,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27858, , ,0,1,0,2.5,1987, ,Townhouse or row house,Residential,Condo, 
27859, , ,2346,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27860, , ,0,1,0,2.5,1987, ,Townhouse or row house,Residential,Condo, 
27861, , ,2415,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27862, , ,0,1,0,2.5,1987, ,Townhouse or row house,Residential,Condo, 
27863, , ,2346,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27864, , ,0,1,0,2,1987,condo,Townhouse or row house,Residential,Condo, 
27865, , ,1554,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27866, , ,0,1,0,2,1987,condo,Townhouse or row house,Residential,Condo, 
27867, , ,1404,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27868, , ,0,2,0,2,1987,condo,Townhouse or row house,Residential,Condo, 
27869, , ,0,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27870, , ,1404,1,0,2,1987, ,Townhouse or row house,Residential,Condo, 
27871, , ,0,2,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27872, , ,2346,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
27873, , ,0,1,0,3,1987, ,Townhouse or row house,Residential,Condo, 
